value_w,momentum_w,quality_w,growth_w,total_return,annualized_return,sharpe_ratio,max_drawdown,win_rate,profit_factor,total_trades,final_value
0.2,0.3,0.2,0.3,160.69842807179572,4.096064232864949,9.014438175541681,0.3500672373989223,0.47790802524797116,1.5575878683764213,2218,8084921403.589786
0.05,0.5,0.2,0.25,149.87199084485965,3.9842254444795584,9.002469185447584,0.156033091334321,0.45051194539249145,1.4087571114875421,2637,7543599542.242983
0.2,0.4,0.15,0.25,172.4771068624412,4.212100014962501,8.989227107032601,0.24935809012482874,0.4594594594594595,1.4819040300962012,2479,8673855343.122059
0.0,0.4,0.35,0.25,115.58769504137109,3.589327254288123,8.986207928379251,0.16614010383295758,0.46593186372745493,1.6385308305036932,1996,5829384752.068555
0.3,0.35,0.1,0.25,167.88933960812423,4.16756080760481,8.89053459814647,0.3811059189411954,0.4573547589616811,1.6117518965763233,2427,8444466980.406212
0.4,0.15,0.15,0.3,107.62210160085566,3.486500640142703,8.869822229891724,0.2301068497374598,0.49285270354257305,1.697598659167334,1609,5431105080.042783
0.3,0.3,0.15,0.25,140.0364070794396,3.877788465563305,8.820846133233124,0.31727945970620614,0.47192028985507245,1.5288268780698053,2208,7051820353.971981
0.1,0.45,0.15,0.3,158.89996037386098,4.077845987344927,8.733322059687907,0.23996383336738572,0.4403874813710879,1.4293351331537771,2684,7994998018.6930485
0.3,0.5,-0.0,0.2,176.1138664717423,4.2468409389713315,8.715823959254639,0.2514506181607141,0.4406716417910448,1.4826235256118423,2680,8855693323.587116
0.2,0.5,0.1,0.2,151.470774785616,4.001077263563,8.695647452852606,0.2942409727259305,0.4417065097462302,1.4019953376443164,2719,7623538739.280799
0.2,0.45,0.1,0.25,149.821607659363,3.9836924167657806,8.677397630483219,0.22849027650743034,0.44035346097201766,1.4221985501849446,2716,7541080382.968149
0.05,0.45,0.25,0.25,128.73671886207717,3.7490826158560004,8.614795838403529,0.20191313869723046,0.4533169533169533,1.5511209581756171,2442,6486835943.103859
0.0,0.55,0.3,0.15,114.18063975041494,3.571518921989716,8.605917692551103,0.1951030284654823,0.4558758314855876,1.667107513044234,2255,5759031987.520747
0.05,0.55,0.25,0.15,124.68067297235338,3.70102659618139,8.585812277294744,0.1986837093002695,0.457713557161071,1.4335646498359693,2353,6284033648.617669
0.4,0.25,0.05,0.3,158.1628189129793,4.070338587370881,8.545263089888568,0.40872388492059125,0.45710681244743484,1.528983918808338,2378,7958140945.648966
0.15,0.5,0.15,0.2,143.47686685500275,3.9155775911947392,8.533713752874887,0.2003598498040754,0.44822429906542055,1.3709549358481266,2675,7223843342.750138
0.25,0.55,-0.0,0.2,164.82964996149875,4.137397433099634,8.523227062030562,0.2514615394042196,0.4346580737558181,1.4263530175950838,2793,8291482498.074937
0.3,0.35,0.2,0.15,111.54866340752407,3.5378063073856136,8.501687865863662,0.2069973191033414,0.4893203883495146,1.5791173208801197,1545,5627433170.376204
0.2,0.55,0.1,0.15,152.318471428488,4.00996363162473,8.482948335349462,0.2864738665634837,0.4475158759805753,1.4091698747522472,2677,7665923571.4244
0.2,0.35,0.25,0.2,107.82092366588917,3.489128546694382,8.424864059428161,0.16298094480769387,0.4920728126834997,1.5204721928437384,1703,5441046183.294458
0.1,0.55,0.05,0.3,172.42038231533067,4.211554237383902,8.404076820532325,0.25570790298784546,0.43400211193241817,1.398408025680302,2841,8671019115.766533
0.1,0.55,0.2,0.15,121.50669978857417,3.662680738059027,8.36684049883914,0.21278467587762992,0.45738636363636365,1.4502521574000524,2464,6125334989.428708
0.15,0.55,0.05,0.25,153.6264965234474,4.023610304215921,8.351102770838605,0.25837935246032223,0.43785919540229884,1.4301802069996146,2784,7731324826.17237
0.4,0.25,0.1,0.25,113.84862119672785,3.5672952012849493,8.344925665805114,0.32308505583583036,0.46860782529572337,1.574955735699984,2198,5742431059.836392
0.15,0.5,0.05,0.3,147.15933163150018,3.955353035331327,8.301188624382258,0.23650213616038748,0.4415490408975751,1.4691847189999243,2763,7407966581.575009
0.0,0.5,0.25,0.25,111.65463219895297,3.539173943206695,8.272688277038727,0.1749215441668217,0.4507097791798107,1.5025680779042199,2536,5632731609.947648
0.15,0.55,-0.0,0.3,159.1518490000186,4.080405947108951,8.267369557962148,0.25531192359129856,0.44035087719298244,1.3377964374015956,2850,8007592450.000929
