tp,sl,total_return,annualized_return,sharpe_ratio,max_drawdown,win_rate,profit_factor,total_trades,final_value,trading_cost
0.19,0.05,21.46217983985971,1.776164233361912,4.7629800566191065,0.359253218571092,0.4609604704344985,1.4277132556410859,3061,1123108991.9929855,238696879.94509876
0.19,0.06,21.329652494522303,1.770779045646513,4.7534991441952,0.36257822146141155,0.47143817204301075,1.428764711298629,2976,1116482624.7261152,232140255.45795372
0.2,0.08,21.427253546819845,1.7747470956387517,4.7277133022488504,0.3633927414083298,0.4860768417342263,1.4577815691411153,2837,1121362677.3409922,210822182.9158808
0.22,0.05,21.20757953071253,1.7657996339641144,4.714509603454038,0.34892198754667275,0.46249579549276826,1.461716186102531,2973,1110378976.5356264,218881497.827477
0.25,0.09,21.040161425626927,1.7589405779364866,4.684021042423599,0.3526977639895069,0.4861674658797492,1.466406278444553,2711,1102008071.2813463,202309685.63861835
0.16,0.06,20.752323223042847,1.7470656646050062,4.676604548331874,0.34193318316084254,0.4739903069466882,1.398704974013478,3095,1087616161.1521423,238109310.03500548
0.15,0.07,20.94216373149163,1.7549093943301841,4.671640792159282,0.3542778157610736,0.4849869451697128,1.4164280012155663,3064,1097108186.5745814,229883878.06756455
0.2,0.05,20.621700831509905,1.7416419291066805,4.6685243954622795,0.362332963990899,0.4593616321158276,1.4247828991262192,3039,1081085041.5754952,228763959.07273236
0.16,0.11,20.9422887988424,1.7549145467389247,4.666836215140411,0.37886180145376774,0.502112676056338,1.4710587258994097,2840,1097114439.94212,198145043.48448643
0.17,0.05,20.555002276904887,1.738863961206293,4.66662799408796,0.3566022003328808,0.45870113493064313,1.4137943877370092,3172,1077750113.8452444,234994576.17364708
0.22,0.07,20.736774253836618,1.7464211858061578,4.663998686208273,0.3415611396508222,0.4774396642182581,1.419933020891657,2859,1086838712.6918309,219942367.27393654
0.12,0.14,20.48685589372348,1.7360197205498302,4.660253569278119,0.3839079470139746,0.5222337125129266,1.4413054805392131,2901,1074342794.686174,211323584.80100065
0.14,0.1,20.780441442332034,1.748230332299669,4.660082987608499,0.3785617368382207,0.5027192386131883,1.4224013961392645,2942,1089022072.1166017,222497362.42879802
0.18,0.08,21.027574883012587,1.7584234991954912,4.658666697692747,0.36638283072248035,0.48501550120564935,1.4452540334130284,2903,1101378744.1506293,210482870.26751155
0.25,0.12,20.832379592928973,1.750378977308857,4.6503728601250005,0.36625879012831924,0.49638920562523753,1.490837274101166,2631,1091618979.6464486,193238485.68569794
0.14,0.06,20.17049605068769,1.7227357615560295,4.635353557472838,0.36799267763942717,0.4793781725888325,1.379012032224968,3152,1058524802.5343845,249574839.180611
0.12,0.08,20.058719965494216,1.71801040519044,4.630781735020266,0.33608737031214636,0.5006430868167202,1.3777037158896923,3110,1052935998.2747108,243616610.30580267
0.14,0.11,20.34951307031752,1.7302689434937593,4.623253937562791,0.3843962031627184,0.5062111801242236,1.414236041199647,2898,1067475653.515876,219001457.86810315
0.17,0.11,20.680272365702315,1.7440766657700242,4.6173449433238325,0.3887806288080418,0.500177619893428,1.4693953448977266,2815,1084013618.2851157,194768641.44669446
0.12,0.06,19.887394750631838,1.710734777324392,4.616145034308088,0.3394196932445113,0.4860557768924303,1.370513474185846,3263,1044369737.5315919,255504228.98628888
0.17,0.07,20.46232086781483,1.7349942130027065,4.611351617758352,0.3557744698203756,0.4806020066889632,1.4247494242020295,2990,1073116043.3907416,215802686.5648867
